_id,archived,contentUrl,datetime,deleted,id,location.coordinates,location.type,markerColor.rgbFill,markerColor.rgbOutline,markerColors.rgbFill,markerColors.rgbOutline,position.lat,position.lng,posttime,snippetImage,snippetText,tags,title,userId
vfyw/20200727170856291,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200727170856291.html,2014-11-11T16:00:00.000Z,false,vfyw/20200727170856291,"[18.414008,-33.946571]",Point,,,null,null,,,2020-07-27T17:08:56.291Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200727170856291/1.jpg,"Cape Town, and the Western Cape part of South Africa, is stunningly beautiful. The core part of the city as you no doubt know is nestled between Table Mountain and the Atlantic Ocean (Table Bay). The climate is Mediterranean, and it is late spring now. Spectacular sunny warm days with very low humidity, and chilly nights. A little like the weather in Santa Barbara California. The city is an amazing melting pot of people of indigenous tribal, Afrikaans, British and a little bit of everything else.  For example there is a section of the city that originally housed a large Malaysian population. Little known fact at least to me – when the Dutch first colonized South Africa they brought Malaysians as slaves.  The people are extremely friendly, the food and wine are delicious, and the cost is relatively low, at least that is the sense of American tourists like me.","[""Africa"",""Cape Town"",""Exploring the World"",""South Africa"",""The Dish"",""View From Your Window""]",The View From Your Window Contest: Winner #230,vfyw
vfyw/20200731174032105,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200731174032105.html,2020-07-24T15:00:00.000Z,false,vfyw/20200731174032105,"[-108.226804,36.829105]",Point,,,null,null,,,2020-07-31T17:40:32.105Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200731174032105/1.jpg,"I was expecting something easy this week—maybe not as easy as last week’s view from Milan [he means the last contest we posted, on February 4, 2015], but close to that level of difficulty. Instead, I found a view that on first sight looked almost as intractable as two weeks ago’s [January 27’s] Prague (I am still a little upset at that débacle of mine, when I think of it). But on closer examination, it wasn’t tough at all.","[""Exploring the World"",""Farmington"",""New Mexico"",""The Dish"",""United States"",""View From Your Window""]",The View From Your Window Contest: Winner #242,vfyw
GundermanGroup/20200416214600619,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200416214600619.html,2020-04-16T21:46:00.619Z,false,GundermanGroup/20200416214600619,"[-122.278132,37.771308]",Point,,,null,null,,,2020-04-16T21:46:00.619Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200416214600619/1.jpg,Neptune’s,"[""Alameda"",""California"",""Gold Coast"",""Neighborhoods"",""Neptune's"",""Restaurants"",""United States""]",Neptune’s,GundermanGroup
robbearman/20200611153610399,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200611153610399.html,2020-06-11T15:36:10.000Z,false,robbearman/20200611153610399,"[22.756131,37.730818]",Point,,,null,null,,,2020-06-11T15:36:10.399Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200611153610399/1.jpg,"In Greek mythology, Menelaus (/ˌmɛnɪˈleɪəs/; Greek: Μενέλαος, Menelaos, from μένος ""vigor, rage, power"" and λαός ""people,"" ""wrath of the people"") was a king of Mycenaean (pre-Dorian) Sparta, the husband of Helen of Troy, and the son of Atreus and Aerope. According to the Iliad, Menelaus was a central figure in the Trojan War, leading the Spartan contingent of the Greek army, under his elder brother Agamemnon, king of Mycenae. Prominent in both the Iliad and Odyssey, Menelaus was also popular in Greek vase painting and Greek tragedy, the latter more as a hero of the Trojan War than as a member of the doomed House of Atreus.","[""Europe"",""Greece"",""Homeric Greece"",""Menelaus""]",Menelaus - Homeric Greece,robbearman
robbearman/20200627201930105,true,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200627201930105.html,2020-07-02T03:00:00.000Z,false,robbearman/20200627201930105,"[-122.23560333251953,37.78672476186115]",Point,,,ffff00,ffffff,,,2020-06-27T20:19:30.105Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200627201930105/1.jpg,9/N: Atlasphere and real estate,"[""Atlasphere Tour""]",Atlasphere Tour: 9/N - Real Estate,robbearman
robbearman/20200710170849239,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200710170849239.html,2020-07-04T15:00:00.000Z,false,robbearman/20200710170849239,"[-101.4976531166196,41.0903143183645]",Point,,,null,null,,,2020-07-10T17:08:49.239Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200710170849239/1.jpg,"All roads lead to Clara, as Elmira, July, Gus, Call, and Newt make their way to her horse ranch on the Platte river. Clara is reunited with Gus after 15 years.","[""Clara's Ranch"",""Lonesome Dove"",""Nebraska"",""Ogallala"",""United States""]","Lonesome Dove: Clara's Ranch",robbearman
robbearman/20200712000045703,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200712000045703.html,2020-07-04T15:00:00.000Z,false,robbearman/20200712000045703,"[-105.84768545205577,46.406993264573195]",Point,,,null,null,,,2020-07-12T00:00:45.703Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200712000045703/1.jpg,Augustus makes his way to Miles City where his gangrene leg is amputated. He refuses to have his other leg removed and Call finds him just before he dies.,"[""Lonesome Dove"",""Miles City"",""Montana"",""United States""]",Lonesome Dove: Call Finds Gus in Miles City,robbearman
robbearman/20200713183913690,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200713183913690.html,2020-07-13T18:39:00.000Z,false,robbearman/20200713183913690,"[80.27924934629618,13.062955652419937]",Point,,,null,null,,,2020-07-13T18:39:13.690Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200713183913690/1.jpg,"The Chennai Super Kings are a franchise cricket team based in Chennai, Tamil Nadu, which plays in the Indian Premier League (IPL). Founded in 2008, the team plays its home matches at the M. A. Chidambaram Stadium in Chennai. The team served a two-year suspension from the IPL starting July 2015 for the alleged involvement of their owners in the 2013 IPL betting case, and won the title in its comeback season. The team is captained by Mahendra Singh Dhoni and coached by Stephen Fleming.","[""Asia"",""Chennai"",""Cricket"",""India"",""Indian Premier League"",""Sports""]",Chennai Super Kings,robbearman
robbearman/20200713203130214,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200713203130214.html,2020-07-13T20:31:00.000Z,false,robbearman/20200713203130214,"[78.55047902421984,17.406657333756566]",Point,,,null,null,,,2020-07-13T20:31:30.214Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200713203130214/1.jpg,"The Sunrisers Hyderabad (often abbreviated as SRH) are a franchise cricket team based in Hyderabad, Telangana, India, that plays in the Indian Premier League (IPL). The franchise is owned by Kalanithi Maran of the Sun TV Network and was founded in 2012 after the Hyderabad-based Deccan Chargers were terminated by the IPL. The team is currently captained by David Warner and coached by Trevor Bayliss. The primary homeground of the team is the Rajiv Gandhi International Cricket Stadium, Hyderabad with a capacity of 55,000.","[""Asia"",""Cricket"",""Hyderabad"",""India"",""Indian Premier League"",""Sports"",""Telangana""]",Sunrisers Hyderabad,robbearman
robbearman/20200715162847669,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200715162847669.html,2020-07-15T16:28:00.000Z,false,robbearman/20200715162847669,"[114.17755601745836,22.281858438840523]",Point,,,null,null,,,2020-07-15T16:28:47.669Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200715162847669/1.jpg,"Josie Ng's Window - Hong Kong","[""Asia"",""Hong Kong"",""Videos"",""WindowSwap""]","Josie Ng's Window - Hong Kong",robbearman
vfyw/20200727162155952,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200727162155952.html,2014-12-02T16:00:00.000Z,false,vfyw/20200727162155952,"[-121.93677,36.50049]",Point,,,null,null,,,2020-07-27T16:21:55.952Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200727162155952/1.jpg,"Carmel Highlands, 6:29 pm on Friday July 6th. View is from the “Crow’s Nest” room (#28) at the Tickle Pink Inn. Delightful place in every possible way (including the pretty absurd name).  My boyfriend and I came here for the first time last year and we’re hooked. There’s an awesome guest book in the room filled with entries from people on their honeymoons, anniversaries, and birthdays, many of whom have returned to the same hotel (and room) many times, or after 25 years of marriage. There’s also a seagull who sits on the railing outside and taps on the window looking for food.  It’s utterly charming.","[""California"",""Carmel"",""The Dish"",""United States"",""View From Your Window""]",The View From Your Window Contest: Winner #233,vfyw
GundermanGroup/20200416213557804,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200416213557804.html,2020-04-16T21:35:57.804Z,false,GundermanGroup/20200416213557804,"[-122.276543,37.77393]",Point,,,null,null,,,2020-04-16T21:35:57.804Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200416213557804/1.jpg,Wescafe,"[""Alameda"",""California"",""Gold Coast"",""Neighborhoods"",""Restaurants"",""United States"",""Wescafe""]",Wescafe,GundermanGroup
GundermanGroup/20200415185456538,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200415185456538.html,2020-04-15T18:54:56.538Z,false,GundermanGroup/20200415185456538,"[-122.244009,37.764486]",Point,,,null,null,,,2020-04-15T18:54:56.538Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200415185456538/1.jpg,Dan’s Farmers Market,"[""Alameda"",""California"",""Dan's Farmers Market"",""Gold Coast"",""Neighborhoods"",""Shopping"",""United States""]",Dan’s Farmers Market,GundermanGroup
GundermanGroup/20200416214905678,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200416214905678.html,2020-04-16T21:49:05.678Z,false,GundermanGroup/20200416214905678,"[-122.241107,37.76597]",Point,,,null,null,,,2020-04-16T21:49:05.678Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200416214905678/1.jpg,Alameda Bicycle,"[""Alameda"",""Bike Shop"",""California"",""Gold Coast"",""Neighborhoods"",""Shopping"",""United States""]",Alameda Bicycle,GundermanGroup
GundermanGroup/20200416221636882,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200416221636882.html,2020-04-16T22:16:36.882Z,false,GundermanGroup/20200416221636882,"[-122.229297,37.759401]",Point,,,800080,FFFFFF,,,2020-04-16T22:16:36.882Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200416221636882/1.jpg,"A splendid, light-filled 4BD/2BA, two-story Craftsman on a quiet street in Alameda, 3220 Garfield balances original details of the historic architectural style with modern, stylish updates. Redwood and Douglas fir paneling and trim, wood built-ins, pocket doors, brick fireplace, and hardwood floors add elegance, while generous updated baths, eat-in kitchen with breakfast area and walk-in pantry, recessed lighting, and newly-built, dual-level deck add convenience and comfort. Sought-after neighborhood and schools, moments from Park Street amenities, near Edison School, Lincoln Park, Christmas Tree Lane, BART, and the SF Ferry.","[""4BD"",""2BA"",""3220 Garfield Avenue"",""Alameda"",""California"",""Craftsman"",""Gold Coast"",""Real Estate"",""United States""]",3220 Garfield Avenue,GundermanGroup
robbearman/20200626160633692,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200626160633692.html,2020-07-01T15:00:00.000Z,false,robbearman/20200626160633692,"[-122.39522405828362,37.79516463086048]",Point,,,ffff00,ffffff,,,2020-06-26T16:06:33.692Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200626160633692/1.jpg,"A tour of Atlasphere. Tap on ""Open"" to start.","[""Atlasphere Tour"",""Atlasphere Tour Intro""]",Atlasphere Tour,robbearman
robbearman/20200627230040178,true,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200627230040178.html,2020-07-01T15:00:00.000Z,false,robbearman/20200627230040178,"[2.3362349492243517,48.84677308205999]",Point,,,ffff00,ffffff,,,2020-06-27T23:00:40.178Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200627230040178/1.jpg,N/N: Summary,"[""Atlasphere Tour""]",Atlasphere Tour: N/N,robbearman
robbearman/20200705223223739,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200705223223739.html,2020-07-04T15:00:00.000Z,false,robbearman/20200705223223739,"[-98.49050645710986,29.423582511533567]",Point,,,null,null,,,2020-07-05T22:32:23.739Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200705223223739/1.jpg,"Gus and Call buy a wagon in San Antonio, and visit the Buckhorn Saloon.","[""Lonesome Dove"",""San Antonio"",""Texas"",""United States""]",Lonesome Dove: Gus and Call in San Antonio,robbearman
robbearman/20200705233159454,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200705233159454.html,2020-07-05T23:31:59.454Z,false,robbearman/20200705233159454,"[13.039471515894219,41.23531896359952]",Point,,,null,null,,,2020-07-05T23:31:59.454Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200705233159454/1.jpg,"Circe (/ˈsɜːrsiː/; Ancient Greek: Κίρκη Kírkē pronounced [kírkɛː]) isan enchantress in Greek mythology. She is a daughter of the godHelios and either the Oceanid nymph Perse or the goddess Hecate.Circe was renowned for her vast knowledge of potions and herbs;one of her Homeric epithets is polypharmakos (""knowing manydrugs or charms""). Through the use of these and a magic wand orstaff, she would transform her enemies, or those who offended her,into animals.","[""Circe"",""Europe"",""Greece"",""Homeric Greece"",""Italy""]",Circe - Homeric Greece,robbearman
robbearman/20200706030537975,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200706030537975.html,2020-07-06T03:05:00.000Z,false,robbearman/20200706030537975,"[-118.49908232688904,34.015414845274066]",Point,,,null,null,,,2020-07-06T03:05:37.975Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200706030537975/1.jpg,Santa Monica webcam from the Shangri La Hotel,"[""Beaches"",""California"",""Santa Monica"",""Sunsets"",""United States"",""Videos"",""Views"",""Webcams""]",Santa Monica Webcam,robbearman
robbearman/20200706233846496,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200706233846496.html,2020-07-04T15:00:00.000Z,false,robbearman/20200706233846496,"[-96.31787253722612,32.80049198740722]",Point,,,null,null,,,2020-07-06T23:38:46.496Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200706233846496/1.jpg,"July and Joe ride east from Forth Worth and stumbles upon a naked Roscoe, being held up by robbers.","[""Fort Worth"",""Lonesome Dove"",""Texas"",""United States""]",Lonesome Dove: July Rescues Roscoe,robbearman
robbearman/20200710155741327,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200710155741327.html,2020-07-04T15:00:00.000Z,false,robbearman/20200710155741327,"[-101.71376441461983,41.125683347339944]",Point,,,null,null,,,2020-07-10T15:57:41.327Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200710155741327/1.jpg,"The crew rides into Ogallala seeking diversion from the trail while Gus and Call buy supplies. The US Army, having failed to buy horses from Call back on the trail, confronts Dish and Newt.","[""Lonesome Dove"",""Nebraska"",""Ogallala"",""United States""]",Lonesome Dove: Ogallala,robbearman
robbearman/20200710213440465,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200710213440465.html,2020-07-04T15:00:00.000Z,false,robbearman/20200710213440465,"[-106.29252849078534,46.51257016193936]",Point,,,null,null,,,2020-07-10T21:34:40.465Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200710213440465/1.jpg,Gus and Pea Eye scout north of the Yellowstone River and stumble into battle with a local tribe.,"[""Lonesome Dove"",""Montana""]",Lonesome Dove: Gus and Pea Eye Scout North of the Yellowstone,robbearman
vfyw/20200727161105381,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200727161105381.html,2014-12-16T16:00:00.000Z,false,vfyw/20200727161105381,"[30.674121,36.885882]",Point,,,null,null,,,2020-07-27T16:11:05.381Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200727161105381/1.jpg,"It is from the Rixos Hotel, Room 445, Sakip Sabanci Bulvari, Konyaalti Sahili, in Antalya, Turkey.  We had a great time there. There was a film festival happening when we were there at the pyramid-shaped building seen in the photo.","[""Antalya"",""Asia"",""The Dish"",""Turkey"",""View From Your Window""]",The View From Your Window Contest: Winner #235,vfyw
vfyw/20200727162542589,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200727162542589.html,2014-11-25T16:00:00.000Z,false,vfyw/20200727162542589,"[-123.128316,49.276163]",Point,,,null,null,,,2020-07-27T16:25:42.589Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200727162542589/1.jpg,"The particulars on this photo:  I took it facing southeast (I believe) in the early morning from room 708 at the Best Western Downtown Hotel, 718 Drake Street, Vancouver, BC.  The street sign that is partially visible in Granville Street.  My son and I were in the city for the SIGGRAPH conference, an international gathering of folks in the animation industry.","[""British Columbia"",""Canada"",""The Dish"",""Vancouver"",""View From Your Window""]",The View From Your Window Contest: Winner #232,vfyw
